Date,Category,Type,Amount
04-07-2001,Transportation,Expense,-32.36
05-07-2001,Coffee/Snacks,Expense,-6.45
05-07-2001,Eating Out,Expense,-42.34
05-07-2001,Groceries,Expense,-23.18
05-07-2001,Coffee/Snacks,Expense,-11.54
05-07-2001,Utilities,Expense,-100.04
06-07-2001,Groceries,Expense,-136.11
06-07-2001,Coffee/Snacks,Expense,-24.89
06-07-2001,Eating Out,Expense,-79.16
06-07-2001,Coffee/Snacks,Expense,-10.93
06-07-2001,Eating Out,Expense,-88.08
07-07-2001,Groceries,Expense,-133.03
07-07-2001,Eating Out,Expense,-34.06
07-07-2001,Groceries,Expense,-92.61
07-07-2001,Groceries,Expense,-100.44
07-07-2001,Coffee/Snacks,Expense,-21.47
08-07-2001,Coffee/Snacks,Expense,-5.5
08-07-2001,Eating Out,Expense,-98.12
08-07-2001,Groceries,Expense,-98.02
08-07-2001,Groceries,Expense,-30.14
08-07-2001,Groceries,Expense,-41.17
08-07-2001,Coffee/Snacks,Expense,-19.24
08-07-2001,Eating Out,Expense,-46.32
09-07-2001,Eating Out,Expense,-73.16
09-07-2001,Shopping,Expense,-448.95
09-07-2001,Eating Out,Expense,-71.34
09-07-2001,Coffee/Snacks,Expense,-13.49
09-07-2001,Transportation,Expense,-46.53
09-07-2001,Eating Out,Expense,-40.82
09-07-2001,Coffee/Snacks,Expense,-7.12
09-07-2001,Eating Out,Expense,-64.36
10-07-2001,Transportation,Expense,-47.45
10-07-2001,Eating Out,Expense,-66.49
10-07-2001,Eating Out,Expense,-19.57
10-07-2001,Coffee/Snacks,Expense,-11.16
11-07-2001,Transportation,Expense,-68.85
11-07-2001,Transportation,Expense,-47.75
11-07-2001,Groceries,Expense,-102.79
11-07-2001,Transportation,Expense,-61
11-07-2001,Transportation,Expense,-5.3
11-07-2001,Groceries,Expense,-89.1
11-07-2001,Coffee/Snacks,Expense,-11.11
12-07-2001,Coffee/Snacks,Expense,-19.65
12-07-2001,Eating Out,Expense,-13.04
12-07-2001,Groceries,Expense,-94.4
12-07-2001,Groceries,Expense,-93.3
12-07-2001,Groceries,Expense,-62.6
13-07-2001,Coffee/Snacks,Expense,-17.51
13-07-2001,Coffee/Snacks,Expense,-24.69
13-07-2001,Groceries,Expense,-92.13
13-07-2001,Groceries,Expense,-22.67
13-07-2001,Coffee/Snacks,Expense,-17.4
13-07-2001,Eating Out,Expense,-97.64
13-07-2001,Coffee/Snacks,Expense,-7.46
14-07-2001,Transportation,Expense,-59.73
14-07-2001,Eating Out,Expense,-69.05
14-07-2001,Transportation,Expense,-25.8
14-07-2001,Eating Out,Expense,-91.81
15-07-2001,Transportation,Expense,-43.85
15-07-2001,Salary,Income,2500
15-07-2001,Phone/Internet,Expense,-63.91
15-07-2001,Groceries,Expense,-124.48
15-07-2001,Groceries,Expense,-16.4
15-07-2001,Transportation,Expense,-66.24
15-07-2001,Groceries,Expense,-21
15-07-2001,Transportation,Expense,-41.3
15-07-2001,Transportation,Expense,-29.12
16-07-2001,Coffee/Snacks,Expense,-13.55
16-07-2001,Groceries,Expense,-120.96
16-07-2001,Coffee/Snacks,Expense,-11.32
16-07-2001,Groceries,Expense,-125.07
17-07-2001,Groceries,Expense,-132.93
17-07-2001,Groceries,Expense,-83.83
17-07-2001,Coffee/Snacks,Expense,-24.11
17-07-2001,Coffee/Snacks,Expense,-9.56
17-07-2001,Coffee/Snacks,Expense,-11.5
17-07-2001,Coffee/Snacks,Expense,-19.29
18-07-2001,Coffee/Snacks,Expense,-16.73
18-07-2001,Transportation,Expense,-47.87
18-07-2001,Coffee/Snacks,Expense,-23.95
18-07-2001,Eating Out,Expense,-55.22
18-07-2001,Eating Out,Expense,-95.06
18-07-2001,Coffee/Snacks,Expense,-3.09
18-07-2001,Eating Out,Expense,-37.41
19-07-2001,Coffee/Snacks,Expense,-21.77
19-07-2001,Transportation,Expense,-13.13
19-07-2001,Coffee/Snacks,Expense,-3.48
19-07-2001,Eating Out,Expense,-47.18
19-07-2001,Eating Out,Expense,-68.95
19-07-2001,Groceries,Expense,-147.44
19-07-2001,Eating Out,Expense,-21.72
20-07-2001,Groceries,Expense,-60.09
20-07-2001,Coffee/Snacks,Expense,-10.96
20-07-2001,Groceries,Expense,-40.62
20-07-2001,Eating Out,Expense,-37.22
20-07-2001,Groceries,Expense,-39.11
20-07-2001,Transportation,Expense,-46.97
21-07-2001,Groceries,Expense,-108.51
21-07-2001,Transportation,Expense,-58.87
21-07-2001,Transportation,Expense,-21.51
21-07-2001,Transportation,Expense,-6.94
21-07-2001,Eating Out,Expense,-48.24
22-07-2001,Transportation,Expense,-15.18
22-07-2001,Groceries,Expense,-112.37
22-07-2001,Coffee/Snacks,Expense,-5.6
22-07-2001,Groceries,Expense,-137.87
23-07-2001,Transportation,Expense,-59.16
23-07-2001,Groceries,Expense,-39.81
23-07-2001,Eating Out,Expense,-32.55
23-07-2001,Groceries,Expense,-55.37
24-07-2001,Transportation,Expense,-49.12
24-07-2001,Coffee/Snacks,Expense,-14.73
24-07-2001,Coffee/Snacks,Expense,-6.9
24-07-2001,Coffee/Snacks,Expense,-18.53
24-07-2001,Groceries,Expense,-124.78
24-07-2001,Transportation,Expense,-11.23
25-07-2001,Coffee/Snacks,Expense,-9.37
25-07-2001,Groceries,Expense,-135.76
25-07-2001,Groceries,Expense,-81.1
25-07-2001,Transportation,Expense,-50.89
25-07-2001,Eating Out,Expense,-59.56
26-07-2001,Eating Out,Expense,-36.56
26-07-2001,Transportation,Expense,-42.67
26-07-2001,Eating Out,Expense,-69.4
26-07-2001,Transportation,Expense,-52.99
26-07-2001,Transportation,Expense,-56.09
26-07-2001,Transportation,Expense,-68.96
27-07-2001,Coffee/Snacks,Expense,-20.83
27-07-2001,Transportation,Expense,-57.15
27-07-2001,Groceries,Expense,-115.19
27-07-2001,Coffee/Snacks,Expense,-18.79
27-07-2001,Coffee/Snacks,Expense,-14.62
27-07-2001,Coffee/Snacks,Expense,-16.35
28-07-2001,Transportation,Expense,-29.54
28-07-2001,Eating Out,Expense,-99.64
28-07-2001,Coffee/Snacks,Expense,-9.93
28-07-2001,Coffee/Snacks,Expense,-13.96
28-07-2001,Eating Out,Expense,-95.24
29-07-2001,Groceries,Expense,-84.26
29-07-2001,Entertainment,Expense,-116.44
29-07-2001,Coffee/Snacks,Expense,-21.24
29-07-2001,Groceries,Expense,-129.68
29-07-2001,Eating Out,Expense,-82.63
29-07-2001,Groceries,Expense,-65.95
30-07-2001,Groceries,Expense,-80.36
30-07-2001,Transportation,Expense,-33.76
30-07-2001,Coffee/Snacks,Expense,-5.57
30-07-2001,Eating Out,Expense,-52.03
30-07-2001,Groceries,Expense,-97.15
30-07-2001,Coffee/Snacks,Expense,-11.68
31-07-2001,Coffee/Snacks,Expense,-8.27
31-07-2001,Transportation,Expense,-8.45
31-07-2001,Transportation,Expense,-59.06
31-07-2001,Transportation,Expense,-27.99
31-07-2001,Groceries,Expense,-131.71
31-07-2001,Eating Out,Expense,-61.99
31-07-2001,Transportation,Expense,-7.37
01-08-2001,Eating Out,Expense,-35.74
01-08-2001,Groceries,Expense,-41.03
01-08-2001,Eating Out,Expense,-52.14
01-08-2001,Coffee/Snacks,Expense,-22.06
01-08-2001,Coffee/Snacks,Expense,-12.24
01-08-2001,Eating Out,Expense,-42
01-08-2001,Rent/Mortgage,Expense,-1500
01-08-2001,Salary,Income,2500
02-08-2001,Eating Out,Expense,-53.79
02-08-2001,Coffee/Snacks,Expense,-22.85
02-08-2001,Transportation,Expense,-44.82
02-08-2001,Coffee/Snacks,Expense,-13.73
02-08-2001,Groceries,Expense,-105.96
03-08-2001,Transportation,Expense,-6.84
03-08-2001,Eating Out,Expense,-57.68
03-08-2001,Coffee/Snacks,Expense,-22.21
03-08-2001,Eating Out,Expense,-19.14
03-08-2001,Groceries,Expense,-116.13
04-08-2001,Transportation,Expense,-41.57
04-08-2001,Groceries,Expense,-23.14
04-08-2001,Groceries,Expense,-76.53
04-08-2001,Eating Out,Expense,-96.58
04-08-2001,Coffee/Snacks,Expense,-17.8
04-08-2001,Coffee/Snacks,Expense,-13.8
04-08-2001,Groceries,Expense,-102.39
05-08-2001,Transportation,Expense,-56.7
05-08-2001,Groceries,Expense,-66.35
05-08-2001,Eating Out,Expense,-26.6
05-08-2001,Transportation,Expense,-62.98
05-08-2001,Utilities,Expense,-143.38
06-08-2001,Coffee/Snacks,Expense,-8.46
06-08-2001,Eating Out,Expense,-63.54
06-08-2001,Transportation,Expense,-41.71
06-08-2001,Eating Out,Expense,-90.33
06-08-2001,Coffee/Snacks,Expense,-3.71
07-08-2001,Transportation,Expense,-41.33
07-08-2001,Groceries,Expense,-37.41
07-08-2001,Coffee/Snacks,Expense,-16.8
07-08-2001,Groceries,Expense,-116.84
07-08-2001,Groceries,Expense,-51.99
07-08-2001,Groceries,Expense,-121.47
08-08-2001,Eating Out,Expense,-73.23
08-08-2001,Groceries,Expense,-148.01
08-08-2001,Groceries,Expense,-113.2
08-08-2001,Coffee/Snacks,Expense,-19.97
08-08-2001,Eating Out,Expense,-40.25
08-08-2001,Coffee/Snacks,Expense,-19.52
09-08-2001,Eating Out,Expense,-85.82
09-08-2001,Eating Out,Expense,-47.22
09-08-2001,Groceries,Expense,-18.69
09-08-2001,Coffee/Snacks,Expense,-18.1
09-08-2001,Transportation,Expense,-54.04
10-08-2001,Transportation,Expense,-60.5
10-08-2001,Groceries,Expense,-145.86
10-08-2001,Coffee/Snacks,Expense,-7.86
10-08-2001,Eating Out,Expense,-44.55
10-08-2001,Transportation,Expense,-56.65
10-08-2001,Transportation,Expense,-46.84
11-08-2001,Transportation,Expense,-52.68
11-08-2001,Groceries,Expense,-106.75
11-08-2001,Eating Out,Expense,-40.72
11-08-2001,Eating Out,Expense,-59.57
11-08-2001,Transportation,Expense,-64.05
12-08-2001,Coffee/Snacks,Expense,-18.53
12-08-2001,Coffee/Snacks,Expense,-8.7
12-08-2001,Eating Out,Expense,-87.85
12-08-2001,Groceries,Expense,-57.02
12-08-2001,Transportation,Expense,-7.35
12-08-2001,Shopping,Expense,-127.38
13-08-2001,Transportation,Expense,-38.2
13-08-2001,Transportation,Expense,-32.04
13-08-2001,Transportation,Expense,-53.27
13-08-2001,Eating Out,Expense,-38.64
13-08-2001,Coffee/Snacks,Expense,-19.29
14-08-2001,Coffee/Snacks,Expense,-23.54
14-08-2001,Transportation,Expense,-13.05
14-08-2001,Coffee/Snacks,Expense,-7.2
14-08-2001,Groceries,Expense,-50.34
14-08-2001,Coffee/Snacks,Expense,-21.87
15-08-2001,Phone/Internet,Expense,-67.44
15-08-2001,Transportation,Expense,-72.53
15-08-2001,Coffee/Snacks,Expense,-10.98
15-08-2001,Transportation,Expense,-22.77
15-08-2001,Coffee/Snacks,Expense,-8.61
15-08-2001,Coffee/Snacks,Expense,-24.14
15-08-2001,Groceries,Expense,-118.05
15-08-2001,Salary,Income,2500
16-08-2001,Eating Out,Expense,-79.81
16-08-2001,Coffee/Snacks,Expense,-17.26
16-08-2001,Coffee/Snacks,Expense,-8.23
16-08-2001,Transportation,Expense,-53.01
16-08-2001,Groceries,Expense,-139.3
16-08-2001,Transportation,Expense,-38.31
17-08-2001,Groceries,Expense,-97.73
17-08-2001,Coffee/Snacks,Expense,-7.26
17-08-2001,Coffee/Snacks,Expense,-15.02
17-08-2001,Eating Out,Expense,-42.38
18-08-2001,Coffee/Snacks,Expense,-24.87
18-08-2001,Groceries,Expense,-28.46
18-08-2001,Eating Out,Expense,-86.84
18-08-2001,Eating Out,Expense,-42.28
18-08-2001,Groceries,Expense,-51.96
18-08-2001,Groceries,Expense,-99.22
19-08-2001,Shopping,Expense,-160.82
19-08-2001,Transportation,Expense,-54.28
19-08-2001,Groceries,Expense,-115.32
19-08-2001,Eating Out,Expense,-99.2
19-08-2001,Transportation,Expense,-26.74
19-08-2001,Groceries,Expense,-140.83
20-08-2001,Transportation,Expense,-26.51
20-08-2001,Eating Out,Expense,-79.5
20-08-2001,Transportation,Expense,-19.37
20-08-2001,Eating Out,Expense,-80.4
20-08-2001,Groceries,Expense,-116.85
21-08-2001,Eating Out,Expense,-64.86
21-08-2001,Coffee/Snacks,Expense,-5.63
21-08-2001,Coffee/Snacks,Expense,-21.96
21-08-2001,Transportation,Expense,-46.59
21-08-2001,Transportation,Expense,-41.06
21-08-2001,Coffee/Snacks,Expense,-18.46
21-08-2001,Groceries,Expense,-39.16
22-08-2001,Eating Out,Expense,-35
22-08-2001,Transportation,Expense,-14.47
22-08-2001,Coffee/Snacks,Expense,-4.67
22-08-2001,Groceries,Expense,-98.44
22-08-2001,Groceries,Expense,-83.57
22-08-2001,Eating Out,Expense,-11.86
22-08-2001,Groceries,Expense,-74.69
23-08-2001,Eating Out,Expense,-43.53
23-08-2001,Shopping,Expense,-313.35
23-08-2001,Coffee/Snacks,Expense,-21.76
23-08-2001,Transportation,Expense,-65.02
23-08-2001,Groceries,Expense,-111.19
24-08-2001,Groceries,Expense,-139.57
24-08-2001,Coffee/Snacks,Expense,-10.18
24-08-2001,Groceries,Expense,-61.05
24-08-2001,Coffee/Snacks,Expense,-24.79
24-08-2001,Transportation,Expense,-11.31
24-08-2001,Transportation,Expense,-31.87
24-08-2001,Eating Out,Expense,-49.82
25-08-2001,Transportation,Expense,-68.43
25-08-2001,Transportation,Expense,-58.4
25-08-2001,Eating Out,Expense,-69.89
25-08-2001,Transportation,Expense,-63.58
25-08-2001,Transportation,Expense,-17.21
25-08-2001,Eating Out,Expense,-72.86
26-08-2001,Coffee/Snacks,Expense,-10.75
26-08-2001,Eating Out,Expense,-52.92
26-08-2001,Coffee/Snacks,Expense,-4.95
26-08-2001,Coffee/Snacks,Expense,-19.97
26-08-2001,Coffee/Snacks,Expense,-18.65
26-08-2001,Transportation,Expense,-23.61
27-08-2001,Coffee/Snacks,Expense,-24.28
27-08-2001,Eating Out,Expense,-68.15
27-08-2001,Groceries,Expense,-138.88
27-08-2001,Transportation,Expense,-35.82
27-08-2001,Coffee/Snacks,Expense,-23.92
28-08-2001,Coffee/Snacks,Expense,-11.79
28-08-2001,Transportation,Expense,-15.89
28-08-2001,Coffee/Snacks,Expense,-8.93
28-08-2001,Transportation,Expense,-65.48
28-08-2001,Eating Out,Expense,-96.18
28-08-2001,Eating Out,Expense,-89.51
29-08-2001,Groceries,Expense,-33.1
29-08-2001,Eating Out,Expense,-32.77
29-08-2001,Eating Out,Expense,-81.47
29-08-2001,Eating Out,Expense,-66.04
29-08-2001,Groceries,Expense,-144.92
29-08-2001,Eating Out,Expense,-95.1
30-08-2001,Transportation,Expense,-32.19
30-08-2001,Transportation,Expense,-25.35
30-08-2001,Coffee/Snacks,Expense,-7.06
30-08-2001,Transportation,Expense,-45.28
30-08-2001,Groceries,Expense,-39.67
31-08-2001,Eating Out,Expense,-35.21
31-08-2001,Eating Out,Expense,-29.99
31-08-2001,Coffee/Snacks,Expense,-15.41
31-08-2001,Transportation,Expense,-62.92
31-08-2001,Transportation,Expense,-61.49
31-08-2001,Eating Out,Expense,-26.47
31-08-2001,Transportation,Expense,-31.33
01-09-2001,Groceries,Expense,-91.22
01-09-2001,Coffee/Snacks,Expense,-19.96
01-09-2001,Transportation,Expense,-42.27
01-09-2001,Rent/Mortgage,Expense,-1500
01-09-2001,Transportation,Expense,-60.6
01-09-2001,Transportation,Expense,-63.06
01-09-2001,Groceries,Expense,-21.23
01-09-2001,Eating Out,Expense,-88.14
01-09-2001,Salary,Income,2500
02-09-2001,Transportation,Expense,-51.24
02-09-2001,Groceries,Expense,-96.9
02-09-2001,Eating Out,Expense,-98.81
02-09-2001,Groceries,Expense,-29.19
02-09-2001,Coffee/Snacks,Expense,-14.61
03-09-2001,Coffee/Snacks,Expense,-15.43
03-09-2001,Transportation,Expense,-48.01
03-09-2001,Groceries,Expense,-118.51
03-09-2001,Groceries,Expense,-55.64
04-09-2001,Coffee/Snacks,Expense,-12.98
04-09-2001,Coffee/Snacks,Expense,-16.37
04-09-2001,Transportation,Expense,-51.36
04-09-2001,Entertainment,Expense,-168.88
04-09-2001,Coffee/Snacks,Expense,-24.51
04-09-2001,Transportation,Expense,-14.25
04-09-2001,Groceries,Expense,-127.79
05-09-2001,Groceries,Expense,-81.32
05-09-2001,Groceries,Expense,-44.56
05-09-2001,Groceries,Expense,-60.94
05-09-2001,Utilities,Expense,-170.15
05-09-2001,Groceries,Expense,-98.67
06-09-2001,Eating Out,Expense,-63.67
06-09-2001,Eating Out,Expense,-55.93
06-09-2001,Groceries,Expense,-120.57
06-09-2001,Groceries,Expense,-51.19
06-09-2001,Groceries,Expense,-93.09
07-09-2001,Transportation,Expense,-7.04
07-09-2001,Groceries,Expense,-136.42
07-09-2001,Transportation,Expense,-66.39
07-09-2001,Groceries,Expense,-104.75
07-09-2001,Groceries,Expense,-76.94
07-09-2001,Coffee/Snacks,Expense,-4.96
08-09-2001,Coffee/Snacks,Expense,-8.86
08-09-2001,Coffee/Snacks,Expense,-22.45
08-09-2001,Eating Out,Expense,-89.4
08-09-2001,Coffee/Snacks,Expense,-6.23
08-09-2001,Groceries,Expense,-50.16
08-09-2001,Eating Out,Expense,-95.82
08-09-2001,Groceries,Expense,-96.91
08-09-2001,Entertainment,Expense,-82.18
09-09-2001,Transportation,Expense,-27.26
09-09-2001,Transportation,Expense,-43.74
09-09-2001,Eating Out,Expense,-35.09
09-09-2001,Groceries,Expense,-73.73
09-09-2001,Transportation,Expense,-65.86
09-09-2001,Eating Out,Expense,-78.76
10-09-2001,Groceries,Expense,-44.93
10-09-2001,Groceries,Expense,-87.38
10-09-2001,Transportation,Expense,-49.13
10-09-2001,Eating Out,Expense,-93.49
11-09-2001,Transportation,Expense,-23.54
11-09-2001,Coffee/Snacks,Expense,-11.71
11-09-2001,Groceries,Expense,-42.56
11-09-2001,Eating Out,Expense,-53.73
12-09-2001,Entertainment,Expense,-238.29
12-09-2001,Transportation,Expense,-43.52
12-09-2001,Eating Out,Expense,-38.6
12-09-2001,Transportation,Expense,-72.04
12-09-2001,Groceries,Expense,-134.71
12-09-2001,Groceries,Expense,-140.75
13-09-2001,Coffee/Snacks,Expense,-4.87
13-09-2001,Coffee/Snacks,Expense,-13.03
13-09-2001,Groceries,Expense,-87.21
13-09-2001,Groceries,Expense,-136.96
13-09-2001,Eating Out,Expense,-15.46
13-09-2001,Transportation,Expense,-8.52
13-09-2001,Transportation,Expense,-62.04
14-09-2001,Eating Out,Expense,-54.06
14-09-2001,Groceries,Expense,-133.41
14-09-2001,Eating Out,Expense,-69.01
14-09-2001,Transportation,Expense,-63.15
14-09-2001,Coffee/Snacks,Expense,-23.46
14-09-2001,Groceries,Expense,-65.5
15-09-2001,Salary,Income,2500
15-09-2001,Coffee/Snacks,Expense,-18.09
15-09-2001,Coffee/Snacks,Expense,-9.38
15-09-2001,Transportation,Expense,-5.61
15-09-2001,Transportation,Expense,-31.06
15-09-2001,Phone/Internet,Expense,-66.71
16-09-2001,Transportation,Expense,-22.97
16-09-2001,Eating Out,Expense,-96.62
16-09-2001,Transportation,Expense,-27.51
16-09-2001,Transportation,Expense,-22.96
17-09-2001,Transportation,Expense,-15.21
17-09-2001,Eating Out,Expense,-27.31
17-09-2001,Transportation,Expense,-65.76
17-09-2001,Groceries,Expense,-18.38
17-09-2001,Eating Out,Expense,-76.21
18-09-2001,Eating Out,Expense,-12.06
18-09-2001,Transportation,Expense,-9.69
18-09-2001,Transportation,Expense,-51.28
18-09-2001,Eating Out,Expense,-57.34
18-09-2001,Transportation,Expense,-69.05
19-09-2001,Eating Out,Expense,-47.5
19-09-2001,Groceries,Expense,-30
19-09-2001,Transportation,Expense,-28.77
19-09-2001,Eating Out,Expense,-58.29
19-09-2001,Coffee/Snacks,Expense,-8.34
20-09-2001,Groceries,Expense,-103.97
20-09-2001,Transportation,Expense,-39.95
20-09-2001,Groceries,Expense,-55.6
20-09-2001,Coffee/Snacks,Expense,-6.02
20-09-2001,Eating Out,Expense,-52.69
20-09-2001,Coffee/Snacks,Expense,-24.95
20-09-2001,Transportation,Expense,-56.47
21-09-2001,Eating Out,Expense,-48.33
21-09-2001,Eating Out,Expense,-37.99
21-09-2001,Coffee/Snacks,Expense,-4.89
21-09-2001,Coffee/Snacks,Expense,-11.62
21-09-2001,Groceries,Expense,-105.36
21-09-2001,Transportation,Expense,-54.04
21-09-2001,Groceries,Expense,-144.57
22-09-2001,Groceries,Expense,-20.11
22-09-2001,Transportation,Expense,-11.92
22-09-2001,Eating Out,Expense,-53.1
22-09-2001,Eating Out,Expense,-15.08
22-09-2001,Eating Out,Expense,-90.86
23-09-2001,Coffee/Snacks,Expense,-12.43
23-09-2001,Transportation,Expense,-41.68
23-09-2001,Transportation,Expense,-9.35
23-09-2001,Coffee/Snacks,Expense,-6.5
23-09-2001,Eating Out,Expense,-95.51
24-09-2001,Eating Out,Expense,-76.94
24-09-2001,Coffee/Snacks,Expense,-24.91
24-09-2001,Eating Out,Expense,-74.12
24-09-2001,Groceries,Expense,-22.95
24-09-2001,Transportation,Expense,-67.08
24-09-2001,Coffee/Snacks,Expense,-20.66
25-09-2001,Groceries,Expense,-147.31
25-09-2001,Transportation,Expense,-26.46
25-09-2001,Eating Out,Expense,-27.89
25-09-2001,Groceries,Expense,-56.86
25-09-2001,Eating Out,Expense,-47.34
25-09-2001,Transportation,Expense,-49.91
26-09-2001,Transportation,Expense,-60.09
26-09-2001,Coffee/Snacks,Expense,-14.45
26-09-2001,Eating Out,Expense,-37.4
26-09-2001,Coffee/Snacks,Expense,-21.81
26-09-2001,Transportation,Expense,-49.14
26-09-2001,Eating Out,Expense,-37.59
27-09-2001,Transportation,Expense,-23.8
27-09-2001,Groceries,Expense,-21.04
27-09-2001,Eating Out,Expense,-66.33
27-09-2001,Groceries,Expense,-102.25
27-09-2001,Transportation,Expense,-56.4
28-09-2001,Eating Out,Expense,-56.5
28-09-2001,Groceries,Expense,-48.44
28-09-2001,Groceries,Expense,-18.49
28-09-2001,Coffee/Snacks,Expense,-20.62
28-09-2001,Coffee/Snacks,Expense,-9.09
29-09-2001,Eating Out,Expense,-25.09
29-09-2001,Groceries,Expense,-44.68
29-09-2001,Groceries,Expense,-56.81
29-09-2001,Groceries,Expense,-42.24
29-09-2001,Transportation,Expense,-69.94
29-09-2001,Eating Out,Expense,-23.53
29-09-2001,Coffee/Snacks,Expense,-8.18
30-09-2001,Coffee/Snacks,Expense,-9.35
30-09-2001,Groceries,Expense,-73.05
30-09-2001,Groceries,Expense,-39.36
30-09-2001,Coffee/Snacks,Expense,-20.06
30-09-2001,Coffee/Snacks,Expense,-19.46
01-10-2001,Rent/Mortgage,Expense,-1500
01-10-2001,Transportation,Expense,-71.23
01-10-2001,Salary,Income,2500
01-10-2001,Groceries,Expense,-111.35
01-10-2001,Eating Out,Expense,-31.79
01-10-2001,Coffee/Snacks,Expense,-5.92
01-10-2001,Transportation,Expense,-59.56
01-10-2001,Groceries,Expense,-22.71
02-10-2001,Transportation,Expense,-29.49
02-10-2001,Eating Out,Expense,-19.93
02-10-2001,Eating Out,Expense,-38.16
02-10-2001,Transportation,Expense,-13.92
02-10-2001,Eating Out,Expense,-60.11
02-10-2001,Groceries,Expense,-84.22
03-10-2001,Groceries,Expense,-123.51
03-10-2001,Coffee/Snacks,Expense,-17.87
03-10-2001,Transportation,Expense,-45.47
03-10-2001,Transportation,Expense,-26.12
04-10-2001,Eating Out,Expense,-19.46
04-10-2001,Coffee/Snacks,Expense,-17.49
04-10-2001,Coffee/Snacks,Expense,-12.97
04-10-2001,Groceries,Expense,-61.73
04-10-2001,Groceries,Expense,-74.26
05-10-2001,Transportation,Expense,-58.16
05-10-2001,Coffee/Snacks,Expense,-11.43
05-10-2001,Transportation,Expense,-18.22
05-10-2001,Groceries,Expense,-22.34
05-10-2001,Utilities,Expense,-202.98
06-10-2001,Eating Out,Expense,-81.64
06-10-2001,Coffee/Snacks,Expense,-9.12
06-10-2001,Coffee/Snacks,Expense,-23.15
06-10-2001,Coffee/Snacks,Expense,-11.07
07-10-2001,Groceries,Expense,-17.26
07-10-2001,Eating Out,Expense,-27.04
07-10-2001,Groceries,Expense,-68.36
07-10-2001,Eating Out,Expense,-30.41
07-10-2001,Coffee/Snacks,Expense,-7.44
08-10-2001,Eating Out,Expense,-39.09
08-10-2001,Transportation,Expense,-27.35
08-10-2001,Groceries,Expense,-67.32
08-10-2001,Coffee/Snacks,Expense,-10.77
08-10-2001,Transportation,Expense,-35.43
08-10-2001,Transportation,Expense,-51.84
08-10-2001,Groceries,Expense,-110.61
09-10-2001,Transportation,Expense,-20.03
09-10-2001,Eating Out,Expense,-18.47
09-10-2001,Groceries,Expense,-64.16
09-10-2001,Groceries,Expense,-43.17
09-10-2001,Eating Out,Expense,-63.38
09-10-2001,Transportation,Expense,-59.49
09-10-2001,Transportation,Expense,-21.43
10-10-2001,Coffee/Snacks,Expense,-12.39
10-10-2001,Shopping,Expense,-436.48
10-10-2001,Eating Out,Expense,-48.12
10-10-2001,Groceries,Expense,-29.23
10-10-2001,Groceries,Expense,-53.7
10-10-2001,Coffee/Snacks,Expense,-23.63
10-10-2001,Transportation,Expense,-32.22
10-10-2001,Groceries,Expense,-124.23
11-10-2001,Transportation,Expense,-31.21
11-10-2001,Groceries,Expense,-20.27
11-10-2001,Coffee/Snacks,Expense,-21.35
11-10-2001,Coffee/Snacks,Expense,-22.47
11-10-2001,Transportation,Expense,-58.06
12-10-2001,Transportation,Expense,-19.28
12-10-2001,Entertainment,Expense,-147.8
12-10-2001,Coffee/Snacks,Expense,-10.28
12-10-2001,Groceries,Expense,-68.15
12-10-2001,Coffee/Snacks,Expense,-13.22
12-10-2001,Groceries,Expense,-15.04
12-10-2001,Eating Out,Expense,-76.44
13-10-2001,Groceries,Expense,-33.96
13-10-2001,Groceries,Expense,-80.6
13-10-2001,Eating Out,Expense,-99.01
13-10-2001,Coffee/Snacks,Expense,-19.75
13-10-2001,Transportation,Expense,-65.48
14-10-2001,Eating Out,Expense,-34.35
14-10-2001,Coffee/Snacks,Expense,-15.53
14-10-2001,Transportation,Expense,-27.42
14-10-2001,Coffee/Snacks,Expense,-21.38
14-10-2001,Groceries,Expense,-113.26
14-10-2001,Coffee/Snacks,Expense,-11.15
14-10-2001,Groceries,Expense,-100.69
15-10-2001,Coffee/Snacks,Expense,-22.09
15-10-2001,Transportation,Expense,-30.76
15-10-2001,Eating Out,Expense,-83.04
15-10-2001,Coffee/Snacks,Expense,-4.85
15-10-2001,Transportation,Expense,-68.74
15-10-2001,Transportation,Expense,-61.1
15-10-2001,Phone/Internet,Expense,-74.59
15-10-2001,Salary,Income,2500
16-10-2001,Groceries,Expense,-147.82
16-10-2001,Entertainment,Expense,-222.73
16-10-2001,Transportation,Expense,-15.9
16-10-2001,Transportation,Expense,-51.71
16-10-2001,Coffee/Snacks,Expense,-24.55
16-10-2001,Transportation,Expense,-5.39
16-10-2001,Coffee/Snacks,Expense,-13.36
17-10-2001,Coffee/Snacks,Expense,-12.73
17-10-2001,Eating Out,Expense,-73.29
17-10-2001,Eating Out,Expense,-29.63
17-10-2001,Coffee/Snacks,Expense,-12.9
17-10-2001,Transportation,Expense,-54.48
17-10-2001,Coffee/Snacks,Expense,-3.84
18-10-2001,Groceries,Expense,-123.73
18-10-2001,Coffee/Snacks,Expense,-13.75
18-10-2001,Coffee/Snacks,Expense,-15.63
18-10-2001,Transportation,Expense,-61.96
18-10-2001,Transportation,Expense,-59.95
18-10-2001,Groceries,Expense,-106.92
19-10-2001,Coffee/Snacks,Expense,-10.02
19-10-2001,Transportation,Expense,-39.74
19-10-2001,Groceries,Expense,-79.13
19-10-2001,Groceries,Expense,-53.22
